Status,Age,Income,Client_Dependents,Tenure_Months,Products,Inactive_Months,Bank_Contacts,Credit_Limit,Revolving_Bal,Avg_OpenToBuy,Total_Trans_Amount,Trans_Count,Utilization_Ratio,Riesgo_Impago,Riesgo_Abandono,Puntaje_Riesgo
Existing Customer,56,20000.0,2,36,5,3,3,2029.0,974,1055.0,4170,73,0.48,no_riesgo,Bajo,0.0662438596491228
Existing Customer,33,50000.0,3,15,5,3,2,1438.3,1055,383.3,4208,67,0.734,riesgo,Alto,0.05051176470588235
Existing Customer,52,100000.0,2,44,3,2,4,4549.0,1308,3474.0,2853,64,0.046,no_riesgo,Bajo,0.031947924528301884
Existing Customer,46,50000.0,3,41,6,3,2,4549.0,0,3474.0,3722,72,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,46,50000.0,4,36,5,1,4,3818.0,0,3818.0,4272,71,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,40,50000.0,4,28,4,1,3,11494.0,1160,10334.0,3353,86,0.101,no_riesgo,Bajo,0.047590243902439024
Existing Customer,49,100000.0,2,32,4,1,3,4549.0,762,3474.0,3676,47,0.027,no_riesgo,Bajo,0.02762
Existing Customer,40,20000.0,4,36,4,1,3,2316.0,1510,806.0,3471,63,0.652,no_riesgo,Medio,0.09989024390243903
Existing Customer,43,50000.0,3,33,5,2,4,10533.0,1689,8844.0,3651,69,0.16,no_riesgo,Bajo,0.056507272727272725
Existing Customer,48,100000.0,4,41,4,2,1,14322.0,0,14322.0,3993,75,0.0,no_riesgo,Bajo,0.02040816326530612
Existing Customer,50,120000.0,3,38,5,2,4,4549.0,1662,3474.0,3806,76,0.048,no_riesgo,Bajo,0.0334578431372549
Existing Customer,48,100000.0,4,36,5,1,2,6798.0,2517,4281.0,4327,79,0.37,no_riesgo,Bajo,0.04557816326530612
Existing Customer,46,50000.0,3,39,3,3,4,1438.3,0,1438.3,4111,62,0.0,riesgo,Bajo,0.02127659574468085
Attrited Customer,46,70000.0,1,37,2,3,4,2445.0,848,1597.0,2216,39,0.347,no_riesgo,Bajo,0.03339088145896656
Existing Customer,51,50000.0,3,36,3,3,4,2585.0,1847,738.0,3480,64,0.715,no_riesgo,Medio,0.05617076923076923
Existing Customer,52,50000.0,2,42,3,2,3,1438.3,0,1438.3,4102,78,0.0,riesgo,Bajo,0.018867924528301886
Existing Customer,46,20000.0,3,38,4,2,2,1781.0,1315,466.0,4775,83,0.738,riesgo,Medio,0.08702659574468086
Attrited Customer,42,50000.0,4,36,2,3,5,1606.0,0,1606.0,2628,41,0.0,riesgo,Bajo,0.023255813953488372
Existing Customer,42,20000.0,4,28,5,2,4,2205.0,1245,960.0,4921,90,0.565,no_riesgo,Bajo,0.08550581395348837
Existing Customer,49,50000.0,3,39,5,3,0,2270.0,1647,623.0,4110,75,0.726,no_riesgo,Medio,0.05294
Existing Customer,44,20000.0,2,37,5,2,3,2568.0,1875,693.0,4254,85,0.73,no_riesgo,Medio,0.11597222222222223
Attrited Customer,55,20000.0,1,49,3,4,3,3292.0,0,3292.0,2222,54,0.0,no_riesgo,Bajo,0.017857142857142856
Attrited Customer,54,20000.0,1,43,6,3,4,10797.0,1252,9545.0,1739,38,0.116,no_riesgo,Bajo,0.08078181818181818
Existing Customer,46,70000.0,0,36,6,3,2,4549.0,2030,3474.0,2525,45,0.067,no_riesgo,Bajo,0.05027659574468085
Existing Customer,45,20000.0,2,34,5,3,1,5371.0,1499,3872.0,3282,66,0.279,no_riesgo,Bajo,0.09668913043478261
Existing Customer,37,100000.0,3,28,5,4,4,13441.0,0,13441.0,4207,80,0.0,no_riesgo,Bajo,0.02631578947368421
Existing Customer,52,70000.0,3,36,4,2,2,9137.0,1729,7408.0,4626,77,0.189,no_riesgo,Bajo,0.04356792452830188
Attrited Customer,45,20000.0,2,40,6,3,3,5848.0,2517,3331.0,2000,32,0.43,no_riesgo,Medio,0.1475891304347826
Existing Customer,47,120000.0,2,41,3,2,4,10614.0,784,9830.0,4601,77,0.074,no_riesgo,Bajo,0.027366666666666664
Existing Customer,42,50000.0,2,32,3,3,4,4035.0,1003,3032.0,4589,89,0.249,no_riesgo,Bajo,0.04331581395348837
Existing Customer,59,50000.0,0,48,4,1,2,4205.0,710,3495.0,2023,38,0.169,no_riesgo,Bajo,0.030866666666666667
Existing Customer,46,20000.0,2,36,6,2,3,2586.0,2196,390.0,3944,78,0.176,no_riesgo,Alto,0.13107659574468083
Existing Customer,41,20000.0,3,28,3,2,2,7234.0,1420,5814.0,4466,92,0.196,no_riesgo,Bajo,0.0948095238095238
Existing Customer,57,120000.0,2,51,6,3,4,4549.0,1417,3474.0,4303,77,0.041,no_riesgo,Bajo,0.02904971264367816
Existing Customer,35,100000.0,1,24,4,2,3,21114.0,0,21114.0,3534,56,0.0,no_riesgo,Bajo,0.027777777777777776
Existing Customer,53,50000.0,1,48,4,1,3,2522.0,1704,818.0,4697,73,0.676,no_riesgo,Medio,0.05259851851851852
Existing Customer,37,100000.0,1,24,6,3,4,11309.0,0,11309.0,4809,71,0.0,no_riesgo,Bajo,0.02631578947368421
Attrited Customer,43,120000.0,3,31,2,4,1,13883.0,783,13100.0,1871,32,0.056,no_riesgo,Bajo,0.029252272727272727
Existing Customer,43,70000.0,3,31,5,1,2,13448.0,0,13448.0,5067,62,0.0,no_riesgo,Bajo,0.022727272727272728
Existing Customer,55,70000.0,1,46,4,2,4,25991.0,0,3474.0,2996,62,0.0,no_riesgo,Medio,0.017857142857142856
Existing Customer,52,20000.0,0,36,5,1,2,2537.0,1097,1440.0,4964,84,0.432,no_riesgo,Bajo,0.07371792452830189
Existing Customer,46,50000.0,4,36,5,2,2,1438.3,794,644.3,3895,67,0.552,riesgo,Bajo,0.037156595744680845
Attrited Customer,40,50000.0,2,36,3,2,3,13019.0,0,13019.0,1484,33,0.0,no_riesgo,Bajo,0.024390243902439025
Attrited Customer,53,50000.0,1,48,2,2,3,3339.0,0,3339.0,2432,48,0.0,no_riesgo,Bajo,0.018518518518518517
Existing Customer,49,100000.0,3,37,6,3,3,4549.0,1141,3474.0,4631,76,0.04,no_riesgo,Bajo,0.03141
Existing Customer,44,100000.0,2,33,3,2,3,23665.0,1624,22041.0,4190,87,0.069,no_riesgo,Bajo,0.038462222222222224
Existing Customer,46,50000.0,3,36,4,2,3,1438.3,0,1438.3,4374,71,0.0,riesgo,Bajo,0.02127659574468085
Existing Customer,43,20000.0,4,36,5,2,4,2459.0,1127,1332.0,4343,83,0.458,no_riesgo,Bajo,0.07907727272727272
Attrited Customer,46,20000.0,1,36,4,2,5,1624.0,0,1624.0,1897,35,0.0,riesgo,Bajo,0.02127659574468085
Existing Customer,49,50000.0,3,40,6,2,3,8900.0,1700,7200.0,4710,70,0.191,no_riesgo,Bajo,0.054000000000000006
Existing Customer,48,50000.0,4,41,5,3,2,5239.0,1172,4067.0,4241,61,0.224,no_riesgo,Bajo,0.04384816326530612
Existing Customer,42,20000.0,3,36,4,3,1,9351.0,1482,7869.0,5099,60,0.158,no_riesgo,Bajo,0.09735581395348837
Existing Customer,43,20000.0,4,38,4,2,2,2655.0,1650,1005.0,4025,62,0.621,no_riesgo,Medio,0.10522727272727272
Existing Customer,51,120000.0,2,45,5,2,1,3173.0,2517,656.0,4030,73,0.793,no_riesgo,Medio,0.04020576923076923
Existing Customer,48,70000.0,3,35,5,2,1,6243.0,1331,4912.0,3502,57,0.213,no_riesgo,Bajo,0.03942244897959184
Existing Customer,37,50000.0,1,36,3,2,3,6730.0,1093,5637.0,4814,89,0.162,no_riesgo,Bajo,0.048175789473684213
Existing Customer,40,20000.0,3,29,4,1,2,2490.0,2225,265.0,3339,71,0.176,no_riesgo,Alto,0.13564024390243903
Attrited Customer,51,20000.0,2,36,2,3,3,1746.0,1107,639.0,1907,47,0.634,riesgo,Medio,0.07458076923076923
Existing Customer,44,70000.0,2,36,3,1,2,4141.0,1424,2717.0,3512,65,0.344,no_riesgo,Bajo,0.04256507936507936
Existing Customer,58,20000.0,2,46,6,1,4,11684.0,653,11031.0,4900,61,0.056,no_riesgo,Bajo,0.049599152542372876
Existing Customer,47,20000.0,2,36,3,1,2,2363.0,494,1869.0,3887,71,0.209,no_riesgo,Bajo,0.04553333333333333
Attrited Customer,48,100000.0,4,43,2,3,4,4549.0,0,3474.0,1626,28,0.0,no_riesgo,Bajo,0.02040816326530612
Existing Customer,46,70000.0,3,40,6,3,2,4549.0,0,3474.0,4540,78,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,33,50000.0,2,28,3,2,3,1438.3,746,692.3,4415,77,0.519,riesgo,Medio,0.04433176470588235
Existing Customer,47,20000.0,2,34,4,2,4,2730.0,1970,760.0,3841,69,0.722,no_riesgo,Medio,0.11933333333333333
Existing Customer,55,20000.0,2,36,5,1,4,1994.0,1175,819.0,4455,82,0.589,riesgo,Bajo,0.07660714285714285
Existing Customer,48,100000.0,3,42,4,3,3,9727.0,1626,8101.0,3543,62,0.167,no_riesgo,Bajo,0.03666816326530612
Existing Customer,41,70000.0,4,36,4,2,3,4549.0,0,3474.0,3819,75,0.0,no_riesgo,Bajo,0.023809523809523808
Existing Customer,39,70000.0,0,33,6,2,0,10452.0,1120,9332.0,3592,79,0.107,no_riesgo,Bajo,0.041
Attrited Customer,45,20000.0,4,32,3,3,4,2858.0,0,2858.0,2611,43,0.0,no_riesgo,Bajo,0.021739130434782608
Existing Customer,46,50000.0,3,36,4,2,4,4707.0,1121,3586.0,3188,71,0.238,no_riesgo,Bajo,0.04369659574468085
Existing Customer,49,20000.0,1,44,5,2,1,3537.0,0,3537.0,4726,78,0.0,no_riesgo,Bajo,0.02
Attrited Customer,46,100000.0,3,38,6,3,3,8258.0,1771,6487.0,1447,23,0.214,no_riesgo,Bajo,0.03898659574468085
Existing Customer,46,20000.0,4,35,6,3,1,3072.0,1611,1461.0,3992,57,0.524,no_riesgo,Bajo,0.10182659574468085
Existing Customer,48,20000.0,3,38,4,3,3,8892.0,889,8003.0,4900,89,0.1,no_riesgo,Bajo,0.06485816326530612
Attrited Customer,52,120000.0,3,36,1,2,3,3841.0,2517,1324.0,2680,51,0.655,no_riesgo,Medio,0.03984292452830189
Existing Customer,37,50000.0,0,28,4,3,1,1920.0,0,1920.0,4715,81,0.0,riesgo,Bajo,0.02631578947368421
Existing Customer,42,20000.0,3,31,4,2,4,7802.0,1885,5917.0,4212,75,0.242,no_riesgo,Bajo,0.11750581395348837
Existing Customer,48,20000.0,4,35,3,2,2,1705.0,1192,513.0,4862,41,0.699,riesgo,Medio,0.08000816326530612
Attrited Customer,52,50000.0,2,43,3,2,4,1822.0,1605,217.0,2538,39,0.176,riesgo,Medio,0.050967924528301886
Existing Customer,45,50000.0,3,32,6,3,4,9294.0,2000,7294.0,4431,82,0.215,no_riesgo,Bajo,0.06173913043478261
Existing Customer,40,120000.0,2,27,5,3,1,12248.0,1323,10925.0,4806,91,0.108,no_riesgo,Bajo,0.035415243902439025
Existing Customer,39,50000.0,4,34,4,2,2,10264.0,803,9461.0,4003,74,0.078,no_riesgo,Bajo,0.04106
Existing Customer,42,50000.0,3,36,3,2,3,15069.0,1843,13226.0,3464,67,0.122,no_riesgo,Bajo,0.06011581395348837
Attrited Customer,41,50000.0,4,37,3,2,3,4650.0,204,4446.0,2014,54,0.044,no_riesgo,Bajo,0.02788952380952381
Existing Customer,53,20000.0,2,48,3,2,2,3685.0,0,3685.0,4012,59,0.0,no_riesgo,Bajo,0.018518518518518517
Existing Customer,49,50000.0,2,33,4,2,1,7231.0,2517,4714.0,3912,67,0.348,no_riesgo,Bajo,0.07034
Existing Customer,44,70000.0,4,32,4,1,1,10007.0,1586,8421.0,4309,77,0.158,no_riesgo,Bajo,0.04487936507936508
Existing Customer,52,70000.0,4,39,5,1,3,2641.0,1584,1057.0,4279,67,0.6,no_riesgo,Bajo,0.04149649595687331
Existing Customer,46,20000.0,1,20,4,2,1,3095.0,1488,1607.0,4642,92,0.481,no_riesgo,Bajo,0.09567659574468085
Attrited Customer,48,20000.0,4,37,1,2,3,3607.0,0,3607.0,2013,35,0.0,no_riesgo,Bajo,0.02040816326530612
Existing Customer,36,50000.0,2,23,3,1,0,1954.0,1179,775.0,3896,67,0.603,riesgo,Medio,0.05060702702702703
Existing Customer,45,70000.0,3,27,6,2,3,21317.0,0,21317.0,3814,67,0.0,no_riesgo,Bajo,0.021739130434782608
Attrited Customer,41,100000.0,3,37,3,3,3,19402.0,0,19402.0,1937,51,0.0,no_riesgo,Bajo,0.023809523809523808
Existing Customer,45,100000.0,4,36,6,3,1,8063.0,1485,6578.0,4275,77,0.184,no_riesgo,Bajo,0.03658913043478261
Existing Customer,40,50000.0,2,32,6,2,2,3097.0,2409,688.0,4624,86,0.778,no_riesgo,Medio,0.07257024390243902
Attrited Customer,48,20000.0,3,44,3,3,2,1438.3,0,1438.3,2054,46,0.0,riesgo,Bajo,0.02040816326530612
Existing Customer,43,20000.0,5,39,3,2,4,3161.0,2424,737.0,4307,66,0.767,no_riesgo,Alto,0.14392727272727274
Attrited Customer,38,50000.0,3,30,3,2,3,2435.0,2432,3.0,1460,32,0.176,no_riesgo,Medio,0.07428102564102565
Existing Customer,59,20000.0,0,40,5,2,2,1845.0,1076,769.0,4319,76,0.583,riesgo,Bajo,0.07046666666666666
Attrited Customer,49,20000.0,3,41,3,3,3,1603.0,749,854.0,2644,43,0.467,riesgo,Bajo,0.05745
Existing Customer,39,20000.0,5,30,4,1,2,4710.0,1869,2841.0,4719,91,0.397,no_riesgo,Bajo,0.11845
Attrited Customer,50,50000.0,2,41,2,3,2,2751.0,2253,498.0,2108,40,0.819,riesgo,Medio,0.0646678431372549
Existing Customer,38,20000.0,1,28,6,4,3,1438.3,0,1438.3,4815,81,0.0,riesgo,Bajo,0.02564102564102564
Existing Customer,52,70000.0,2,45,5,1,4,24287.0,1676,22611.0,5495,69,0.069,no_riesgo,Bajo,0.04281078167115903
Existing Customer,42,20000.0,5,18,6,1,1,1694.0,1074,620.0,3857,70,0.634,riesgo,Medio,0.07695581395348837
Attrited Customer,50,20000.0,1,36,4,2,5,1457.0,0,1457.0,1441,39,0.0,riesgo,Bajo,0.0196078431372549
Existing Customer,33,50000.0,3,27,6,1,3,25045.0,0,25045.0,3444,52,0.0,no_riesgo,Bajo,0.029411764705882353
Existing Customer,52,50000.0,3,45,5,2,0,10859.0,1710,9149.0,3987,64,0.157,no_riesgo,Bajo,0.05306792452830189
Existing Customer,45,50000.0,3,33,3,2,1,16928.0,1519,15409.0,3355,66,0.09,no_riesgo,Bajo,0.05211913043478261
Existing Customer,37,50000.0,2,30,6,3,4,4297.0,0,4297.0,4310,76,0.0,no_riesgo,Bajo,0.02631578947368421
Existing Customer,42,70000.0,3,30,4,2,3,8302.0,1294,7008.0,3221,66,0.156,no_riesgo,Bajo,0.04174152823920266
Existing Customer,43,20000.0,2,39,5,3,3,2734.0,2517,217.0,4457,86,0.176,no_riesgo,Alto,0.14857727272727272
Existing Customer,40,100000.0,3,31,4,2,3,4549.0,1509,3474.0,4231,60,0.055,no_riesgo,Bajo,0.039480243902439024
Existing Customer,43,50000.0,2,38,6,3,1,2960.0,1853,1107.0,3921,63,0.626,no_riesgo,Medio,0.05978727272727273
Existing Customer,54,70000.0,3,41,4,2,3,9110.0,0,9110.0,2999,75,0.0,no_riesgo,Bajo,0.01818181818181818
Existing Customer,42,20000.0,4,35,4,3,1,1539.0,0,1539.0,4793,71,0.0,riesgo,Bajo,0.023255813953488372
Existing Customer,39,50000.0,2,36,4,2,4,1947.0,1160,787.0,4496,71,0.596,riesgo,Bajo,0.0482
Existing Customer,45,50000.0,3,36,6,1,2,2667.0,1551,1116.0,4883,85,0.582,no_riesgo,Bajo,0.05275913043478261
Existing Customer,54,20000.0,3,45,5,1,4,3062.0,2039,1023.0,4037,71,0.666,no_riesgo,Alto,0.12013181818181817
Existing Customer,47,50000.0,3,36,6,5,0,3114.0,1059,2055.0,4342,62,0.34,no_riesgo,Bajo,0.04201333333333333
Existing Customer,54,70000.0,1,48,5,2,3,14948.0,2158,12790.0,3094,56,0.144,no_riesgo,Bajo,0.04901038961038961
Attrited Customer,49,20000.0,0,37,5,2,3,1749.0,0,1749.0,2510,38,0.0,riesgo,Bajo,0.02
Existing Customer,44,50000.0,3,36,4,2,1,2534.0,1706,828.0,3965,57,0.673,no_riesgo,Medio,0.056342222222222224
Existing Customer,46,20000.0,3,36,5,2,2,2503.0,2373,130.0,4647,65,0.176,no_riesgo,Alto,0.13992659574468086
Existing Customer,38,20000.0,3,31,4,3,2,1854.0,0,1854.0,5245,89,0.0,riesgo,Bajo,0.02564102564102564
Existing Customer,43,20000.0,2,35,3,1,3,4092.0,622,3470.0,5001,88,0.152,no_riesgo,Bajo,0.053827272727272724
Existing Customer,62,70000.0,1,54,4,1,4,13284.0,607,12677.0,4942,76,0.046,no_riesgo,Bajo,0.024544444444444445
Existing Customer,59,20000.0,0,53,6,3,4,4830.0,1469,3361.0,3365,63,0.304,no_riesgo,Bajo,0.09011666666666666
Attrited Customer,45,20000.0,2,25,3,2,3,5911.0,916,4995.0,1656,31,0.155,no_riesgo,Bajo,0.0675391304347826
Existing Customer,53,50000.0,1,44,3,2,2,11012.0,1328,9684.0,3793,86,0.121,no_riesgo,Bajo,0.04507851851851852
Existing Customer,43,70000.0,4,24,5,3,2,19188.0,0,19188.0,4366,69,0.0,no_riesgo,Bajo,0.022727272727272728
Existing Customer,44,50000.0,3,31,4,2,3,18056.0,940,17116.0,4473,72,0.052,no_riesgo,Bajo,0.041022222222222224
Existing Customer,50,20000.0,2,37,6,5,2,1438.3,754,684.3,4457,69,0.524,riesgo,Bajo,0.0573078431372549
Existing Customer,31,20000.0,0,13,5,2,3,3201.0,984,2217.0,5155,77,0.307,no_riesgo,Medio,0.08045
Existing Customer,50,50000.0,4,36,6,1,1,1479.0,1004,475.0,5116,75,0.679,riesgo,Medio,0.0396878431372549
Existing Customer,38,20000.0,4,30,5,1,2,3144.0,2216,928.0,4717,75,0.705,no_riesgo,Alto,0.13644102564102564
Existing Customer,58,100000.0,1,45,5,3,4,1854.0,1480,374.0,3292,73,0.798,riesgo,Bajo,0.031749152542372885
Attrited Customer,49,70000.0,5,43,3,3,3,1960.0,0,1960.0,2253,39,0.0,riesgo,Bajo,0.02
Existing Customer,37,100000.0,3,36,4,2,3,9782.0,1793,7989.0,3672,75,0.183,no_riesgo,Bajo,0.04424578947368421
Existing Customer,47,20000.0,4,39,3,3,2,3144.0,0,3144.0,3774,80,0.0,no_riesgo,Bajo,0.020833333333333332
Attrited Customer,47,50000.0,2,42,6,3,3,4738.0,0,4738.0,1900,36,0.0,no_riesgo,Bajo,0.020833333333333332
Attrited Customer,46,50000.0,3,36,4,2,3,4549.0,154,3474.0,1987,46,0.004,no_riesgo,Bajo,0.02435659574468085
Existing Customer,35,20000.0,1,29,4,2,3,1438.3,856,582.3,4432,92,0.595,riesgo,Bajo,0.07057777777777777
Attrited Customer,43,120000.0,2,37,4,1,2,4549.0,0,3474.0,1370,38,0.0,no_riesgo,Bajo,0.022727272727272728
Existing Customer,32,20000.0,0,23,5,2,4,2156.0,1114,1042.0,4106,66,0.517,no_riesgo,Medio,0.0860030303030303
Existing Customer,46,20000.0,0,44,3,4,2,1938.0,0,1938.0,3974,56,0.0,riesgo,Bajo,0.02127659574468085
Existing Customer,61,20000.0,1,52,3,3,1,1438.3,0,1438.3,3560,67,0.0,riesgo,Bajo,0.016129032258064516
Attrited Customer,54,50000.0,2,44,2,3,3,3781.0,1692,2089.0,2310,43,0.448,no_riesgo,Bajo,0.05202181818181818
Existing Customer,48,70000.0,3,37,6,2,0,4549.0,1948,3474.0,4539,75,0.056,no_riesgo,Bajo,0.04823673469387755
Existing Customer,49,120000.0,1,44,6,2,3,1438.3,1058,380.3,4109,72,0.736,riesgo,Medio,0.028816666666666668
Attrited Customer,49,100000.0,3,36,3,2,1,3261.0,0,3261.0,3081,50,0.0,no_riesgo,Bajo,0.02
Existing Customer,35,20000.0,3,23,6,3,1,2211.0,1370,841.0,4359,79,0.62,no_riesgo,Medio,0.09627777777777778
Existing Customer,39,50000.0,2,28,6,2,2,1493.0,792,701.0,4131,80,0.53,riesgo,Bajo,0.04084
Existing Customer,48,50000.0,3,36,3,1,3,20631.0,2048,18583.0,4827,77,0.099,no_riesgo,Bajo,0.06136816326530613
Existing Customer,53,20000.0,3,33,6,2,1,2255.0,1647,608.0,4270,76,0.73,no_riesgo,Medio,0.10086851851851852
Existing Customer,51,100000.0,3,42,5,1,3,1507.0,961,546.0,4126,90,0.638,riesgo,Medio,0.028840769230769232
Existing Customer,46,20000.0,0,53,5,1,2,11097.0,0,11097.0,4836,83,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,49,50000.0,4,40,5,1,1,8162.0,1704,6458.0,4334,80,0.209,no_riesgo,Bajo,0.05408
Existing Customer,44,70000.0,4,36,3,1,2,18721.0,1568,17153.0,4537,81,0.084,no_riesgo,Bajo,0.04462222222222222
Attrited Customer,62,20000.0,0,51,4,2,3,5210.0,0,5210.0,2162,36,0.0,no_riesgo,Bajo,0.015873015873015872
Existing Customer,43,20000.0,2,36,5,2,4,1736.0,1513,223.0,3462,67,0.176,riesgo,Medio,0.09837727272727273
Existing Customer,51,100000.0,3,34,5,2,4,1864.0,1427,437.0,3833,73,0.766,riesgo,Medio,0.03350076923076923
Existing Customer,43,20000.0,2,37,4,3,0,6611.0,1041,5570.0,4037,74,0.157,no_riesgo,Bajo,0.07477727272727272
Existing Customer,34,50000.0,0,13,4,1,4,7942.0,2087,5855.0,4068,66,0.263,no_riesgo,Bajo,0.07031142857142857
Attrited Customer,49,100000.0,3,36,3,3,2,13382.0,1159,12223.0,1828,45,0.087,no_riesgo,Bajo,0.03159
Attrited Customer,46,50000.0,0,55,5,0,2,18550.0,0,18550.0,2616,42,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,39,20000.0,3,36,4,3,4,2650.0,1646,1004.0,4512,80,0.621,no_riesgo,Medio,0.1073
Attrited Customer,37,50000.0,3,36,3,2,4,1696.0,0,1696.0,2095,43,0.0,riesgo,Bajo,0.02631578947368421
Existing Customer,40,20000.0,3,33,3,1,1,2628.0,1771,857.0,4316,72,0.674,no_riesgo,Medio,0.11294024390243904
Existing Customer,46,50000.0,3,39,6,3,2,1457.0,563,894.0,3967,69,0.386,riesgo,Bajo,0.032536595744680846
Existing Customer,46,100000.0,5,28,6,1,1,4549.0,1259,3474.0,4300,94,0.036,no_riesgo,Bajo,0.03386659574468085
Existing Customer,40,50000.0,4,32,3,1,3,3056.0,2038,1018.0,4734,73,0.667,no_riesgo,Medio,0.06515024390243902
Existing Customer,52,100000.0,2,44,6,2,4,2650.0,1049,1601.0,4218,64,0.396,no_riesgo,Bajo,0.029357924528301885
Existing Customer,58,20000.0,1,38,4,2,3,3331.0,2251,1080.0,5379,92,0.676,no_riesgo,Medio,0.12949915254237288
Existing Customer,49,20000.0,1,38,6,2,1,3343.0,1820,1523.0,4507,63,0.544,no_riesgo,Bajo,0.111
Attrited Customer,51,70000.0,2,46,5,3,2,4123.0,1760,2363.0,2447,40,0.427,no_riesgo,Bajo,0.04437362637362638
Existing Customer,55,20000.0,1,36,3,1,0,2677.0,1555,1122.0,4757,81,0.581,no_riesgo,Bajo,0.09560714285714286
Attrited Customer,57,20000.0,0,45,4,3,3,3023.0,2517,506.0,2477,42,0.176,no_riesgo,Medio,0.14309137931034482
Existing Customer,56,20000.0,2,47,4,3,1,2238.0,1324,914.0,4108,72,0.592,no_riesgo,Bajo,0.0837438596491228
Attrited Customer,59,50000.0,2,51,3,3,3,3875.0,1397,2478.0,2312,49,0.361,no_riesgo,Bajo,0.04460666666666667
Existing Customer,42,70000.0,2,26,6,2,3,20803.0,1747,19056.0,4012,60,0.084,no_riesgo,Bajo,0.04821295681063123
Attrited Customer,48,50000.0,2,42,6,3,2,2760.0,0,2760.0,1759,34,0.0,no_riesgo,Bajo,0.02040816326530612
Existing Customer,45,100000.0,3,36,6,2,4,9086.0,1254,7832.0,3906,81,0.138,no_riesgo,Bajo,0.03427913043478261
Existing Customer,47,70000.0,3,36,4,3,2,21142.0,0,21142.0,4360,66,0.0,no_riesgo,Bajo,0.020833333333333332
Existing Customer,62,20000.0,0,36,3,2,4,3653.0,1769,1884.0,4423,67,0.484,no_riesgo,Bajo,0.10432301587301587
Existing Customer,44,20000.0,3,36,6,2,4,1713.0,0,1713.0,3999,66,0.0,riesgo,Bajo,0.022222222222222223
Existing Customer,55,100000.0,2,46,3,1,4,4549.0,1718,3474.0,5220,74,0.05,no_riesgo,Bajo,0.03503714285714286
Existing Customer,43,100000.0,4,33,4,1,1,6548.0,1244,5304.0,4354,79,0.19,no_riesgo,Bajo,0.03516727272727273
Existing Customer,35,50000.0,2,27,6,1,0,1953.0,1554,399.0,4598,71,0.796,riesgo,Medio,0.05885777777777777
Existing Customer,49,50000.0,3,38,4,1,3,3051.0,1783,1268.0,4887,69,0.584,no_riesgo,Bajo,0.05566
Attrited Customer,44,100000.0,3,25,5,2,3,25256.0,966,24290.0,2048,40,0.038,no_riesgo,Bajo,0.03188222222222222
Attrited Customer,48,50000.0,3,36,3,3,1,1630.0,1243,387.0,1884,43,0.763,riesgo,Medio,0.045268163265306124
Existing Customer,42,120000.0,4,30,6,2,4,4549.0,1045,3474.0,3574,75,0.03,no_riesgo,Bajo,0.031964147286821704
Existing Customer,43,50000.0,4,37,3,2,3,10800.0,1491,9309.0,3966,77,0.138,no_riesgo,Bajo,0.05254727272727273
Attrited Customer,39,20000.0,1,26,3,3,1,1876.0,1536,340.0,2579,47,0.819,riesgo,Medio,0.1018
Attrited Customer,42,70000.0,5,36,2,3,2,4963.0,0,4963.0,2335,40,0.0,no_riesgo,Bajo,0.023255813953488372
Existing Customer,44,70000.0,1,37,3,1,4,16739.0,1229,15510.0,4014,69,0.073,no_riesgo,Bajo,0.03977936507936508
Existing Customer,56,20000.0,0,45,3,6,2,2463.0,1621,842.0,4118,70,0.658,no_riesgo,Bajo,0.0985938596491228
Existing Customer,46,100000.0,3,38,3,3,1,4549.0,1278,3474.0,4699,73,0.037,no_riesgo,Bajo,0.034056595744680854
Existing Customer,50,70000.0,2,37,4,1,2,4743.0,1687,3056.0,3739,55,0.356,no_riesgo,Bajo,0.0437078431372549
Existing Customer,43,70000.0,3,33,4,3,4,9382.0,1455,7927.0,3412,71,0.155,no_riesgo,Bajo,0.04351298701298702
Existing Customer,45,20000.0,3,30,3,2,3,2059.0,1118,941.0,4110,71,0.543,no_riesgo,Bajo,0.0776391304347826
Existing Customer,58,70000.0,2,52,6,2,3,20410.0,1196,19214.0,3525,78,0.059,no_riesgo,Bajo,0.034034866828087165
Existing Customer,39,20000.0,2,31,5,3,4,6798.0,918,5880.0,3961,69,0.135,no_riesgo,Bajo,0.0709
Existing Customer,44,20000.0,2,32,3,1,4,6472.0,2128,4344.0,3592,66,0.329,no_riesgo,Medio,0.12862222222222222
Existing Customer,45,20000.0,3,29,4,1,2,2766.0,1985,781.0,4480,70,0.718,no_riesgo,Medio,0.12098913043478261
Existing Customer,55,20000.0,2,46,5,3,4,1438.3,0,1438.3,4271,79,0.0,riesgo,Bajo,0.017857142857142856
Existing Customer,49,20000.0,2,35,3,3,4,3283.0,1856,1427.0,4498,64,0.565,no_riesgo,Bajo,0.1128
Existing Customer,46,20000.0,3,37,5,1,3,2470.0,1961,509.0,4519,78,0.794,no_riesgo,Medio,0.11932659574468085
Existing Customer,43,120000.0,4,37,3,1,3,20695.0,1250,19445.0,3924,82,0.06,no_riesgo,Bajo,0.03314393939393939
